年度,選舉種類,選舉種類名稱,檔別,省市,縣市,選舉區,鄉鎮市區,村里,行政區名稱,號次,姓名,政黨代號,政黨名稱,性別,年齡,現任,當選註記,當選註記語意,當選
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,6,金泰華,999,無黨籍及未經政黨推薦,男,60,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,360,0000,茂林區第01選舉區,7,藍建雄,1,中國國民黨,男,47,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,360,0000,茂林區第02選舉區,1,江世平,999,無黨籍及未經政黨推薦,男,50,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,360,0000,茂林區第02選舉區,2,詹淑靜 Arui‧Kadrava,999,無黨籍及未經政黨推薦,女,54,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,360,0000,茂林區第02選舉區,3,陳奕蓁,1,中國國民黨,女,51,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,360,0000,茂林區第02選舉區,4,謝曉俊,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,1,呂江玉英,999,無黨籍及未經政黨推薦,女,54,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,2,顏莉華,999,無黨籍及未經政黨推薦,女,46,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,3,張明雄,999,無黨籍及未經政黨推薦,男,62,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,4,高清源Talum·Takiludun,999,無黨籍及未經政黨推薦,男,63,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,5,石永貴,999,無黨籍及未經政黨推薦,男,52,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,6,余金鐘,999,無黨籍及未經政黨推薦,男,64,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,7,顏金得,999,無黨籍及未經政黨推薦,男,67,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,8,王正國,999,無黨籍及未經政黨推薦,男,58,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,9,謝翠華,999,無黨籍及未經政黨推薦,女,46,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,370,0000,桃源區第01選舉區,10,蘇國定,999,無黨籍及未經政黨推薦,男,54,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,370,0000,桃源區第02選舉區,1,張瑞雄Tahai·Balavian,999,無黨籍及未經政黨推薦,男,48,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,370,0000,桃源區第02選舉區,2,陳啟明,999,無黨籍及未經政黨推薦,男,51,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,370,0000,桃源區第02選舉區,3,陳英敏,999,無黨籍及未經政黨推薦,男,66,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,370,0000,桃源區第02選舉區,4,陳武松,999,無黨籍及未經政黨推薦,男,58,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,370,0000,桃源區第02選舉區,5,顏清順,999,無黨籍及未經政黨推薦,男,49,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,1,李義雄,999,無黨籍及未經政黨推薦,男,44,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,2,周孔義,999,無黨籍及未經政黨推薦,男,58,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,3,林正萍,999,無黨籍及未經政黨推薦,男,48,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,4,翁大勇,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,5,徐惠美,999,無黨籍及未經政黨推薦,女,52,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,6,盧林秀英,999,無黨籍及未經政黨推薦,女,53,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,01,380,0000,那瑪夏區第01選舉區,7,彭孫美雲,999,無黨籍及未經政黨推薦,女,55,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,380,0000,那瑪夏區第02選舉區,1,柯正漢,999,無黨籍及未經政黨推薦,男,55,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,380,0000,那瑪夏區第02選舉區,2,李惠民,999,無黨籍及未經政黨推薦,男,48,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,380,0000,那瑪夏區第02選舉區,3,葉銓卿,999,無黨籍及未經政黨推薦,男,40,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,380,0000,那瑪夏區第02選舉區,4,李順德,999,無黨籍及未經政黨推薦,男,41,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,380,0000,那瑪夏區第02選舉區,5,蔡運福 Kanakanavu．Kacopuana．Upa,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,64,000,02,380,0000,那瑪夏區第02選舉區,6,趙文彬 Umas．Sukluman,999,無黨籍及未經政黨推薦,男,65,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,01,290,0000,烏來區第01選舉區,1,黃銘治,999,無黨籍及未經政黨推薦,男,49,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,01,290,0000,烏來區第01選舉區,2,王月裡,999,無黨籍及未經政黨推薦,女,66,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,01,290,0000,烏來區第01選舉區,3,布落.馬信,999,無黨籍及未經政黨推薦,男,41,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,01,290,0000,烏來區第01選舉區,4,李啓民,999,無黨籍及未經政黨推薦,男,55,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,1,王國權,999,無黨籍及未經政黨推薦,男,56,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,2,吳承翰,999,無黨籍及未經政黨推薦,男,63,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,3,張德勝,999,無黨籍及未經政黨推薦,男,63,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,4,陳冠憲,999,無黨籍及未經政黨推薦,男,51,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,5,洪葉麗芳,999,無黨籍及未經政黨推薦,女,68,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,6,沈常福,999,無黨籍及未經政黨推薦,男,55,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,02,290,0000,烏來區第02選舉區,7,王文炳,999,無黨籍及未經政黨推薦,男,69,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,03,290,0000,烏來區第03選舉區,1,黃清波,999,無黨籍及未經政黨推薦,男,71,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,65,000,04,290,0000,烏來區第04選舉區,1,王俊雄,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,65,000,04,290,0000,烏來區第04選舉區,2,蔡成雄,999,無黨籍及未經政黨推薦,男,57,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,1,蕭有祥,999,無黨籍及未經政黨推薦,男,57,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,2,陳志勇,999,無黨籍及未經政黨推薦,男,49,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,3,陳宥彤,999,無黨籍及未經政黨推薦,女,41,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,4,張鵬瑜,999,無黨籍及未經政黨推薦,男,52,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,5,彭瑞華,999,無黨籍及未經政黨推薦,男,57,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,6,許萬福,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,7,管慧莉,999,無黨籍及未經政黨推薦,女,60,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,8,王秋助,1,中國國民黨,男,79,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,9,葛榮正,999,無黨籍及未經政黨推薦,男,53,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,10,徐裕傑,999,無黨籍及未經政黨推薦,男,65,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,01,290,0000,和平區第01選舉區,11,傅靜如,999,無黨籍及未經政黨推薦,女,59,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,02,290,0000,和平區第02選舉區,1,楊淑青,999,無黨籍及未經政黨推薦,女,66,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,02,290,0000,和平區第02選舉區,2,吳天祐,999,無黨籍及未經政黨推薦,男,70,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,02,290,0000,和平區第02選舉區,3,羅清輝,1,中國國民黨,男,61,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,03,290,0000,和平區第03選舉區,1,羅進玉,999,無黨籍及未經政黨推薦,男,55,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,03,290,0000,和平區第03選舉區,2,林永富,999,無黨籍及未經政黨推薦,男,57,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,66,000,03,290,0000,和平區第03選舉區,3,詹森,999,無黨籍及未經政黨推薦,男,55,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,66,000,03,290,0000,和平區第03選舉區,4,林吉財,999,無黨籍及未經政黨推薦,男,60,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,1,黃盛,999,無黨籍及未經政黨推薦,男,69,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,2,楊夢萍,999,無黨籍及未經政黨推薦,女,53,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,3,江衍恒,999,無黨籍及未經政黨推薦,男,64,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,4,林玉花,999,無黨籍及未經政黨推薦,女,66,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,5,余文源,1,中國國民黨,男,57,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,6,張倉豪,1,中國國民黨,男,70,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,7,楊懷玉,999,無黨籍及未經政黨推薦,男,60,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,01,130,0000,復興區第01選舉區,8,森長雄,999,無黨籍及未經政黨推薦,男,59,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,1,韓敬富,999,無黨籍及未經政黨推薦,男,53,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,2,黃再福,999,無黨籍及未經政黨推薦,男,65,Y,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,3,黃義文,999,無黨籍及未經政黨推薦,男,61,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,4,簡明仁,999,無黨籍及未經政黨推薦,男,60,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,5,柯玉明,999,無黨籍及未經政黨推薦,男,62,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,6,李學益,999,無黨籍及未經政黨推薦,男,53,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,02,130,0000,復興區第02選舉區,7,余遠山,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,03,130,0000,復興區第03選舉區,1,陳榮光,999,無黨籍及未經政黨推薦,男,63,N,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,03,130,0000,復興區第03選舉區,2,林振德,999,無黨籍及未經政黨推薦,男,67,Y,*,當選,Y
2022,R3,直轄市原住民區民代表選舉,單一,68,000,03,130,0000,復興區第03選舉區,3,劉光榮,350,台灣民眾黨,男,49,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,03,130,0000,復興區第03選舉區,4,回瀾‧誒宥,999,無黨籍及未經政黨推薦,男,49,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,03,130,0000,復興區第03選舉區,5,黃恆貴,999,無黨籍及未經政黨推薦,男,64,N,,未當選,N
2022,R3,直轄市原住民區民代表選舉,單一,68,000,03,130,0000,復興區第03選舉區,6,姜清國,999,無黨籍及未經政黨推薦,男,57,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,005,04,110,0000,南庄鄉第04選舉區,1,風志雄,999,無黨籍及未經政黨推薦,男,53,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,005,04,110,0000,南庄鄉第04選舉區,2,戴賢志,999,無黨籍及未經政黨推薦,男,41,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,013,04,240,0000,滿州鄉第04選舉區,1,潘義輝,999,無黨籍及未經政黨推薦,男,66,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,013,04,240,0000,滿州鄉第04選舉區,2,潘啟元,999,無黨籍及未經政黨推薦,男,64,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,1,柳星辰,999,無黨籍及未經政黨推薦,男,51,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,2,高旭,999,無黨籍及未經政黨推薦,男,44,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,3,陳明龍,999,無黨籍及未經政黨推薦,男,41,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,4,田逸農,1,中國國民黨,男,52,Y,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,5,巫化‧巴阿立佑司,999,無黨籍及未經政黨推薦,女,57,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,6,林志龍,1,中國國民黨,男,46,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,7,潘韋愷,999,無黨籍及未經政黨推薦,女,31,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,05,010,0000,臺東市第05選舉區,8,潘正顥,999,無黨籍及未經政黨推薦,男,53,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,1,葉聰義,999,無黨籍及未經政黨推薦,男,61,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,2,洪進榮,999,無黨籍及未經政黨推薦,男,63,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,3,楊世光,999,無黨籍及未經政黨推薦,男,59,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,4,蔡新輝 Son Tok Kulas,999,無黨籍及未經政黨推薦,男,69,Y,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,5,賴蘋妹,999,無黨籍及未經政黨推薦,女,65,Y,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,6,陳婕妤,999,無黨籍及未經政黨推薦,女,32,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,7,陳振明,999,無黨籍及未經政黨推薦,男,67,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,02,020,0000,成功鎮第02選舉區,8,陳南蓀,999,無黨籍及未經政黨推薦,女,49,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選舉區,1,呂文龍,1,中國國民黨,男,44,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選舉區,2,黃玉英 Ｕsay Amui Lipay,999,無黨籍及未經政黨推薦,女,54,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,04,030,0000,關山鎮第04選舉區,3,羅章榮 Kakupa Arang,1,中國國民黨,男,65,Y,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,1,田明元,1,中國國民黨,男,66,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,2,黃學臺,1,中國國民黨,男,59,Y,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,3,馬亦廷,16,民主進步黨,男,47,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,4,李芳媚,999,無黨籍及未經政黨推薦,女,64,Y,!,婦女保障當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,5,王尚美,999,無黨籍及未經政黨推薦,女,52,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,6,洪吉雄,16,民主進步黨,男,59,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,7,林雪玉,999,無黨籍及未經政黨推薦,女,57,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,040,0000,卑南鄉第03選舉區,8,李德良,999,無黨籍及未經政黨推薦,男,58,Y,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,050,0000,鹿野鄉第03選舉區,1,陽勝榮,999,無黨籍及未經政黨推薦,男,69,N,*,當選,Y
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,050,0000,鹿野鄉第03選舉區,2,李鴻斌,999,無黨籍及未經政黨推薦,男,50,N,,未當選,N
2022,R2,鄉(鎮、市)民代表(平原)選舉,單一,10,014,03,050,0000,鹿野鄉第03選舉區,3,陳金花,999,無黨籍及未經政黨推薦,女,61,Y,*,當選,Y
